ticker,period,strike,dte,roll,total_return_pct,annual_return_pct,max_drawdown_pct,total_trades,csp_trades,cc_trades,win_rate,premium_collected,completed_cycles,avg_cycle_days,initial_capital,final_capital
STABLE,1Y,ATM,30,Hold to Expiry,12.04,13.77,-5.18,8,7,1,100.0,866.98,1,123.0,7202.5,8069.48
STABLE,1Y,ATM,30,Roll @50% Profit,10.92,12.48,-0.76,11,11,0,81.8,1163.91,0,0.0,7202.5,7988.72
STABLE,1Y,ATM,30,Roll @75% Profit,10.22,11.68,-0.11,9,9,0,88.9,974.45,0,0.0,7202.5,7938.48
STABLE,1Y,ATM,30,Roll @7d Before,16.44,18.86,-0.76,17,17,0,88.2,1797.08,0,0.0,7202.5,8386.55
STABLE,1Y,ATM,45,Hold to Expiry,8.81,10.06,0.0,5,5,0,100.0,634.33,0,0.0,7202.5,7836.83
STABLE,1Y,ATM,45,Roll @50% Profit,8.62,9.84,-3.56,9,9,0,88.9,1141.69,0,0.0,7202.5,7823.21
STABLE,1Y,ATM,45,Roll @75% Profit,9.71,11.1,0.0,6,6,0,100.0,761.5,0,0.0,7202.5,7902.11
STABLE,1Y,ATM,45,Roll @7d Before,14.57,16.69,-2.21,13,13,0,92.3,1651.81,0,0.0,7202.5,8251.71
STABLE,1Y,ATM,60,Hold to Expiry,8.4,9.59,0.0,4,4,0,100.0,605.13,0,0.0,7202.5,7807.64
STABLE,1Y,ATM,60,Roll @50% Profit,12.37,14.15,0.0,7,7,0,100.0,926.6,0,0.0,7202.5,8093.25
STABLE,1Y,ATM,60,Roll @75% Profit,9.04,10.33,0.0,5,5,0,100.0,758.18,0,0.0,7202.5,7853.97
STABLE,1Y,ATM,60,Roll @7d Before,20.05,23.05,0.0,12,12,0,100.0,1761.12,0,0.0,7202.5,8646.3
STABLE,1Y,3% OTM,30,Hold to Expiry,4.72,5.37,0.0,8,8,0,100.0,339.73,0,0.0,7202.5,7542.23
STABLE,1Y,3% OTM,30,Roll @50% Profit,4.79,5.46,0.0,11,11,0,100.0,416.82,0,0.0,7202.5,7547.85
STABLE,1Y,3% OTM,30,Roll @75% Profit,5.41,6.16,0.0,9,9,0,100.0,411.84,0,0.0,7202.5,7591.85
STABLE,1Y,3% OTM,30,Roll @7d Before,8.36,9.54,0.0,17,17,0,100.0,684.91,0,0.0,7202.5,7804.66
STABLE,1Y,3% OTM,45,Hold to Expiry,3.62,4.12,0.0,5,5,0,100.0,260.59,0,0.0,7202.5,7463.09
STABLE,1Y,3% OTM,45,Roll @50% Profit,4.47,5.09,-2.16,9,9,0,88.9,566.66,0,0.0,7202.5,7524.44
STABLE,1Y,3% OTM,45,Roll @75% Profit,5.05,5.76,0.0,6,6,0,100.0,368.94,0,0.0,7202.5,7566.44
STABLE,1Y,3% OTM,45,Roll @7d Before,8.88,10.14,-0.84,13,13,0,92.3,777.47,0,0.0,7202.5,7841.86
STABLE,1Y,3% OTM,60,Hold to Expiry,4.48,5.1,0.0,4,4,0,100.0,322.47,0,0.0,7202.5,7524.97
STABLE,1Y,3% OTM,60,Roll @50% Profit,7.04,8.03,0.0,7,7,0,100.0,515.06,0,0.0,7202.5,7709.66
STABLE,1Y,3% OTM,60,Roll @75% Profit,5.48,6.24,0.0,5,5,0,100.0,403.7,0,0.0,7202.5,7596.92
STABLE,1Y,3% OTM,60,Roll @7d Before,13.08,14.97,0.0,12,12,0,100.0,968.29,0,0.0,7202.5,8144.56
STABLE,1Y,5% OTM,30,Hold to Expiry,2.08,2.37,0.0,8,8,0,100.0,149.97,0,0.0,7202.5,7352.47
STABLE,1Y,5% OTM,30,Roll @50% Profit,2.46,2.79,0.0,11,11,0,100.0,201.51,0,0.0,7202.5,7379.42
STABLE,1Y,5% OTM,30,Roll @75% Profit,2.11,2.4,0.0,9,9,0,100.0,159.85,0,0.0,7202.5,7354.35
STABLE,1Y,5% OTM,30,Roll @7d Before,3.59,4.08,0.0,17,17,0,100.0,289.01,0,0.0,7202.5,7460.91
STABLE,1Y,5% OTM,45,Hold to Expiry,2.12,2.41,0.0,5,5,0,100.0,152.91,0,0.0,7202.5,7355.41
STABLE,1Y,5% OTM,45,Roll @50% Profit,1.69,1.92,-1.42,9,9,0,88.9,274.29,0,0.0,7202.5,7323.88
STABLE,1Y,5% OTM,45,Roll @75% Profit,2.59,2.94,0.0,6,6,0,100.0,191.51,0,0.0,7202.5,7389.01
STABLE,1Y,5% OTM,45,Roll @7d Before,4.33,4.93,-0.3,13,13,0,92.3,377.52,0,0.0,7202.5,7514.52
STABLE,1Y,5% OTM,60,Hold to Expiry,2.66,3.02,0.0,4,4,0,100.0,191.39,0,0.0,7202.5,7393.89
STABLE,1Y,5% OTM,60,Roll @50% Profit,3.92,4.47,0.0,7,7,0,100.0,288.57,0,0.0,7202.5,7485.08
STABLE,1Y,5% OTM,60,Roll @75% Profit,3.39,3.86,0.0,5,5,0,100.0,248.17,0,0.0,7202.5,7446.68
STABLE,1Y,5% OTM,60,Roll @7d Before,6.67,7.61,0.0,12,12,0,100.0,491.67,0,0.0,7202.5,7683.17
STABLE,1Y,10% OTM,30,Hold to Expiry,0.2,0.22,0.0,8,8,0,100.0,14.2,0,0.0,7202.5,7216.7
STABLE,1Y,10% OTM,30,Roll @50% Profit,0.15,0.17,0.0,11,11,0,72.7,20.87,0,0.0,7202.5,7213.37
STABLE,1Y,10% OTM,30,Roll @75% Profit,0.14,0.16,0.0,9,9,0,66.7,17.89,0,0.0,7202.5,7212.39
STABLE,1Y,10% OTM,30,Roll @7d Before,0.15,0.17,0.0,17,17,0,52.9,27.09,0,0.0,7202.5,7213.6
STABLE,1Y,10% OTM,45,Hold to Expiry,0.37,0.42,0.0,5,5,0,100.0,26.73,0,0.0,7202.5,7229.23
STABLE,1Y,10% OTM,45,Roll @50% Profit,0.41,0.46,-0.11,9,9,0,77.8,50.23,0,0.0,7202.5,7231.86
STABLE,1Y,10% OTM,45,Roll @75% Profit,0.31,0.35,0.0,6,6,0,83.3,27.49,0,0.0,7202.5,7224.99
STABLE,1Y,10% OTM,45,Roll @7d Before,0.53,0.6,0.0,13,13,0,100.0,50.06,0,0.0,7202.5,7240.56
STABLE,1Y,10% OTM,60,Hold to Expiry,0.71,0.81,0.0,4,4,0,100.0,51.16,0,0.0,7202.5,7253.66
STABLE,1Y,10% OTM,60,Roll @50% Profit,0.79,0.9,0.0,7,7,0,100.0,62.92,0,0.0,7202.5,7259.42
STABLE,1Y,10% OTM,60,Roll @75% Profit,0.8,0.91,0.0,5,5,0,100.0,61.41,0,0.0,7202.5,7259.91
STABLE,1Y,10% OTM,60,Roll @7d Before,1.19,1.35,0.0,12,12,0,100.0,96.5,0,0.0,7202.5,7288.0
STABLE,3Y,ATM,30,Hold to Expiry,11.36,3.81,-11.31,24,5,19,95.8,1018.56,2,362.0,7202.5,8021.07
STABLE,3Y,ATM,30,Roll @50% Profit,7.09,2.41,-6.27,33,33,0,72.7,2809.66,0,0.0,7202.5,7713.44
STABLE,3Y,ATM,30,Roll @75% Profit,7.15,2.43,-5.85,26,26,0,65.4,2377.61,0,0.0,7202.5,7717.84
STABLE,3Y,ATM,30,Roll @7d Before,12.62,4.21,-6.27,39,39,0,76.9,3442.83,0,0.0,7202.5,8111.28
STABLE,3Y,ATM,45,Hold to Expiry,8.39,2.84,-10.12,16,5,11,93.8,704.31,1,551.0,7202.5,7806.81
STABLE,3Y,ATM,45,Roll @50% Profit,0.26,0.09,-7.29,23,23,0,60.9,2413.28,0,0.0,7202.5,7221.57
STABLE,3Y,ATM,45,Roll @75% Profit,8.28,2.8,-6.06,18,18,0,77.8,1910.56,0,0.0,7202.5,7798.69
STABLE,3Y,ATM,45,Roll @7d Before,15.76,5.21,-4.4,26,26,0,80.8,2774.17,0,0.0,7202.5,8337.75
STABLE,3Y,ATM,60,Hold to Expiry,9.08,3.06,-10.41,12,4,8,91.7,753.68,1,548.0,7202.5,7856.19
STABLE,3Y,ATM,60,Roll @50% Profit,11.45,3.84,-4.85,18,18,0,72.2,2129.31,0,0.0,7202.5,8027.45
STABLE,3Y,ATM,60,Roll @75% Profit,6.31,2.15,-7.11,14,14,0,78.6,1564.62,0,0.0,7202.5,7656.99
STABLE,3Y,ATM,60,Roll @7d Before,15.5,5.13,-7.53,21,21,0,81.0,2608.7,0,0.0,7202.5,8318.82
STABLE,3Y,3% OTM,30,Hold to Expiry,15.4,5.1,-8.14,24,6,18,95.8,609.13,2,626.0,7202.5,8311.63
STABLE,3Y,3% OTM,30,Roll @50% Profit,3.83,1.31,-3.81,33,33,0,81.8,1195.97,0,0.0,7202.5,7478.09
STABLE,3Y,3% OTM,30,Roll @75% Profit,3.31,1.14,-2.38,26,26,0,80.8,893.63,0,0.0,7202.5,7440.94
STABLE,3Y,3% OTM,30,Roll @7d Before,7.39,2.51,-3.81,39,39,0,84.6,1464.05,0,0.0,7202.5,7734.9
